FFP_TIER,FLIGHT_COUNT,LAST_TO_END,EXCHANGE_COUNT,SEG_KM_SUM,Points_Sum,age,ffp_year
4,19,16,0,26408,30956,40.0,2007
4,20,26,1,18998,14155,37.0,2007
5,17,29,0,20687,14686,36.0,2007
4,13,189,1,22148,13539,30.0,2012
4,14,186,0,19555,13391,53.0,2011
4,16,174,2,29209,10749,49.0,2005
4,17,218,0,22044,11811,46.0,2011
4,13,144,0,18548,15880,55.0,2010
4,14,289,0,13716,14233,56.0,2009
5,15,3,0,23000,13260,39.0,2009
5,16,1,0,20476,14155,39.0,2008
6,14,36,0,20218,13546,46.0,2010
4,12,429,0,19575,13499,33.0,2011
4,14,15,0,21369,11810,41.0,2007
4,10,43,0,27151,8449,50.0,2010
4,22,2,0,27018,12356,30.0,2013
4,11,234,0,24009,12940,44.0,2008
6,25,7,0,17764,14090,59.0,2013
4,12,109,0,21670,14012,49.0,2012
4,19,254,2,19231,15323,39.0,2010
4,22,9,0,19339,14995,54.0,2009
4,19,35,0,20792,12817,34.0,2010
5,9,32,1,24337,15291,40.0,2007
4,13,23,1,15494,14153,43.0,2006
4,23,191,0,23753,11944,36.0,2011
4,21,424,0,19655,10710,43.0,2012
4,17,308,0,25714,11111,53.0,2004
4,12,134,0,24102,10738,29.0,2011
4,10,21,0,21816,34786,41.0,2013
4,14,17,0,23744,11559,67.0,2005
4,12,143,0,20796,14920,39.0,2012
4,27,76,0,23200,15798,32.0,2012
4,8,39,0,17036,15223,39.0,2007
4,21,244,0,20227,14470,46.0,2012
4,10,216,0,21340,7980,62.0,2007
4,11,66,0,20042,14276,35.0,2013
4,17,172,0,21998,13443,46.0,2012
4,12,9,0,22442,13123,53.0,2013
4,6,109,0,26284,9890,50.0,2008
4,24,122,0,19185,13377,45.0,2010
4,17,102,0,16200,14510,47.0,2011
4,21,133,1,21380,12171,32.0,2010
4,15,128,0,24089,12951,53.0,2009
4,13,112,0,23325,11751,29.0,2012
4,12,202,0,19129,14280,44.0,2012
4,11,200,1,18124,14382,38.0,2005
4,11,157,0,21094,15177,44.0,2006
4,12,106,0,23216,12764,38.0,2012
4,13,125,0,25034,11313,49.0,2006
4,14,1,0,21201,14028,41.0,2011
4,17,5,0,23359,11228,55.0,2011
4,16,51,0,23502,12467,31.0,2011
4,17,3,0,21008,13135,40.0,2005
4,17,47,0,29986,10790,28.0,2008
5,17,121,0,17006,15076,39.0,2010
4,4,220,0,17384,13826,46.0,2007
4,11,4,1,11899,15154,55.0,2005
4,17,142,0,31073,10799,51.0,2012
4,14,155,0,26924,18536,39.0,2010
4,26,9,0,16874,15433,57.0,2011
4,18,31,0,20011,15351,40.0,2008
4,21,130,0,26625,10473,53.0,2012
4,19,18,1,22917,15912,41.0,2012
4,11,8,1,24847,12467,58.0,2010
4,14,90,1,27246,10765,31.0,2007
4,25,2,0,24183,29883,52.0,2010
4,14,249,0,23172,12379,36.0,2008
4,10,179,0,22603,11905,46.0,2012
4,18,2,0,18929,14579,71.0,2006
4,23,9,0,21905,11997,36.0,2007
4,13,137,0,20525,12760,50.0,2011
4,14,4,0,20505,14037,34.0,2007
4,19,206,0,18331,14606,41.0,2012
4,16,4,3,19099,13477,36.0,2007
4,27,31,0,24500,13831,27.0,2013
4,15,14,0,22316,60670,43.0,2006
4,28,23,0,22365,15116,66.0,2006
4,23,23,1,21208,13797,45.0,2005
4,15,61,0,22630,12051,37.0,2012
4,11,48,0,22702,15149,45.0,2008
4,44,22,0,24525,15693,44.0,2011
4,14,173,0,20071,13248,42.0,2012
4,14,12,0,17036,13625,45.0,2006
4,18,184,0,28902,11618,44.0,2010
4,19,85,0,21877,12617,56.0,2008
5,25,93,0,21654,12981,46.0,2007
4,16,88,0,28446,12615,48.0,2011
4,23,33,0,27495,19441,31.0,2010
4,17,40,0,19599,12344,49.0,2011
4,21,102,1,18537,14980,34.0,2012
4,23,40,0,24411,19743,27.0,2011
4,18,52,0,24344,12748,44.0,2012
4,13,6,0,20418,14092,47.0,2011
4,17,10,0,17910,17246,31.0,2010
5,23,13,0,19036,13308,45.0,2010
4,20,7,0,22529,13140,31.0,2011
4,8,26,0,11757,15006,48.0,2008
4,12,186,0,23972,18093,47.0,2011
4,18,6,0,20581,15316,34.0,2013
4,16,212,0,23204,16697,35.0,2007
4,27,39,1,23932,17501,31.0,2011
4,12,134,0,17787,16799,41.0,2006
4,21,92,0,22796,11154,45.0,2010
4,21,5,0,22174,13977,35.0,2012
4,14,269,0,23166,13514,52.0,2010
4,7,11,0,12351,14453,43.0,2007
4,15,12,0,20145,13470,30.0,2011
4,20,106,2,25889,12675,34.0,2009
4,15,3,0,25360,10675,46.0,2010
4,5,2,0,25378,12782,42.0,2007
4,22,25,0,20315,17463,37.0,2013
4,24,30,1,25923,10265,51.0,2006
4,21,10,0,19729,13182,24.0,2012
4,26,7,0,21820,13230,48.0,2012
4,12,58,1,20514,14188,40.0,2008
4,16,60,0,22429,12696,41.0,2011
4,12,184,0,22486,13605,31.0,2011
4,14,35,0,19679,14973,43.0,2006
4,23,23,0,22089,13970,43.0,2008
4,15,8,0,20154,13786,42.0,2010
4,14,21,0,18985,14953,41.0,2007
4,14,82,0,22191,13323,37.0,2007
4,16,73,0,21874,12790,36.0,2008
4,10,169,0,19927,15933,41.0,2009
4,5,35,0,11088,14293,59.0,2006
5,38,61,0,21329,15644,71.0,2012
4,14,15,0,25554,12376,55.0,2012
4,13,21,0,21387,14302,40.0,2005
4,18,73,0,25925,9704,36.0,2009
4,20,23,0,22222,12700,44.0,2006
4,17,4,0,26140,9518,47.0,2012
4,15,136,1,16628,15978,53.0,2006
4,31,10,0,37198,7853,42.0,2012
4,15,68,0,21664,33134,62.0,2007
6,6,164,5,12651,13609,46.0,2007
4,10,153,0,18434,13407,38.0,2011
4,19,9,0,23448,12400,32.0,2010
4,13,126,0,22480,12440,36.0,2007
5,17,24,0,11101,14179,52.0,2010
4,17,22,0,31389,9814,57.0,2006
4,12,49,0,19972,14454,43.0,2012
4,19,11,0,22098,11844,34.0,2012
4,12,21,0,22676,13246,45.0,2010
4,13,126,0,21855,11805,37.0,2009
4,12,111,0,21813,13907,46.0,2010
4,12,6,0,20745,11073,44.0,2013
4,15,114,0,15712,15482,48.0,2011
4,12,126,0,22020,12432,55.0,2013
4,27,107,1,23928,19556,46.0,2011
4,16,40,0,18822,15205,43.0,2006
4,15,26,0,20979,14156,33.0,2012
4,14,45,1,21319,13910,58.0,2008
4,8,34,0,14490,14233,48.0,2007
4,20,13,1,24824,12005,43.0,2008
4,15,4,0,23371,14551,53.0,2010
4,17,307,0,24839,18138,55.0,2011
4,19,10,0,22307,12144,28.0,2013
4,17,4,0,27815,10715,39.0,2010
4,13,135,1,10814,13160,57.0,2012
4,7,174,0,18501,19926,56.0,2006
6,10,65,0,19670,18505,52.0,2008
4,23,46,0,34737,8671,27.0,2011
4,13,217,0,25690,14808,48.0,2004
4,33,11,4,24953,11079,33.0,2007
4,17,30,0,19857,18808,41.0,2013
5,19,5,0,21524,18011,35.0,2010
4,14,35,0,26952,11491,47.0,2009
4,25,21,0,20260,18226,41.0,2007
4,26,62,1,22373,12217,48.0,2012
4,18,26,0,23722,11938,42.0,2006
4,18,95,0,20145,13455,42.0,2005
4,11,27,0,17972,14351,34.0,2009
4,3,65,0,25192,9810,39.0,2012
4,17,70,0,18455,14938,39.0,2011
4,21,390,0,26090,10988,41.0,2006
4,16,29,0,26674,9653,53.0,2008
4,13,227,1,20571,11938,36.0,2007
4,26,13,0,19045,14663,48.0,2011
4,18,24,1,22802,15232,30.0,2010
4,25,39,6,21029,11179,52.0,2006
4,15,48,0,19980,13269,50.0,2013
4,22,50,0,18633,20195,46.0,2005
4,8,394,0,20231,10286,46.0,2012
6,12,134,0,19098,15359,42.0,2008
4,11,2,0,19877,13324,48.0,2010
4,17,7,0,23121,11217,60.0,2011
4,9,288,0,20113,11604,55.0,2007
4,12,48,0,23662,11707,38.0,2012
4,13,75,0,19272,14082,46.0,2012
4,16,245,0,27353,12287,42.0,2010
4,19,418,0,21791,12786,44.0,2011
4,14,256,0,21064,11109,35.0,2012
4,17,261,1,23996,12531,28.0,2012
4,11,104,0,19663,14377,44.0,2011
4,12,68,0,20938,13797,42.0,2009
4,22,46,2,25619,14974,60.0,2008
4,10,79,0,24417,10775,47.0,2009
4,14,43,1,20852,12553,58.0,2007
4,11,77,1,24288,17175,58.0,2006
4,18,61,0,23125,11492,41.0,2009
4,16,46,0,21200,13311,34.0,2011
4,18,128,0,25044,10803,42.0,2012
4,9,283,0,12631,15666,53.0,2008
4,23,88,0,20859,23973,36.0,2007
4,12,12,0,23835,12680,43.0,2010
6,13,86,0,21803,15198,33.0,2012
4,13,10,0,19199,11890,29.0,2011
4,10,48,0,19566,14512,29.0,2010
4,18,58,3,16395,11052,52.0,2009
4,20,1,0,22894,13360,43.0,2012
4,13,5,0,24927,13209,33.0,2012
4,10,51,0,17360,12949,41.0,2010
4,13,153,0,18171,13420,54.0,2008
4,14,56,0,18506,16018,33.0,2012
4,12,60,0,20878,13187,48.0,2012
4,27,13,0,25094,10009,34.0,2012
4,13,233,2,21013,15421,34.0,2010
5,13,37,0,20643,13873,48.0,2012
4,5,181,0,18897,15268,26.0,2009
4,12,229,0,21533,13446,43.0,2010
4,25,2,0,25247,13197,49.0,2012
4,12,88,2,20650,13077,35.0,2009
4,4,108,0,22305,8526,37.0,2011
4,5,330,0,10275,15550,58.0,2005
4,9,31,0,19505,14969,47.0,2010
4,16,34,0,20994,14648,40.0,2010
4,33,2,0,21430,14389,35.0,2012
4,6,66,0,19594,11579,46.0,2012
4,19,26,2,27950,19105,42.0,2005
4,19,15,0,24011,14104,41.0,2013
4,18,74,0,19902,14445,38.0,2010
4,16,124,1,21156,14656,40.0,2007
4,19,3,0,19805,15600,38.0,2012
4,17,4,0,21085,15025,45.0,2011
4,10,65,0,25092,9887,40.0,2012
4,4,609,0,28003,10560,55.0,2011
4,16,186,0,25310,10412,40.0,2012
4,10,4,0,16379,14708,64.0,2006
4,6,292,0,10383,15060,57.0,2010
4,16,104,0,26093,11561,50.0,2009
4,9,45,0,18299,12625,52.0,2012
4,9,50,0,14502,15821,58.0,2007
4,28,127,0,21974,13371,68.0,2010
4,13,5,0,21977,14526,28.0,2011
4,16,49,0,25032,13100,38.0,2010
5,8,9,0,16536,14462,52.0,2006
4,11,72,0,24832,8088,48.0,2009
4,29,6,0,21799,28669,27.0,2006
4,10,81,0,23605,9987,50.0,2013
4,11,119,0,21258,14060,52.0,2005
4,9,103,0,25398,14178,37.0,2012
4,15,95,1,22602,17213,48.0,2012
4,13,83,0,23753,12706,31.0,2011
4,16,112,0,19642,14121,46.0,2012
4,12,8,1,19838,12598,34.0,2010
4,13,207,0,21682,10651,29.0,2012
4,10,88,0,18197,14393,38.0,2007
4,22,12,0,22364,10122,48.0,2011
4,10,19,1,17289,15621,55.0,2006
4,14,54,1,22500,13596,27.0,2009
4,6,11,0,19380,15254,46.0,2012
4,6,497,0,19334,16908,34.0,2012
4,12,2,0,20217,11475,35.0,2011
4,12,70,2,16739,24035,34.0,2007
4,18,59,1,21155,44700,32.0,2011
4,11,11,0,18788,13377,33.0,2008
4,20,88,0,20191,15103,53.0,2012
4,14,74,0,18186,15472,45.0,2013
4,21,3,0,18237,15813,35.0,2010
4,24,131,1,17701,15274,60.0,2010
4,16,42,0,21316,14508,40.0,2012
4,16,80,0,26966,10494,40.0,2012
4,18,78,0,23731,11644,26.0,2011
4,9,93,0,20952,65605,41.0,2010
4,16,219,0,21666,13995,40.0,2011
4,10,26,0,29291,11136,46.0,2012
4,28,62,0,23135,12411,33.0,2012
4,16,108,0,21032,13673,42.0,2007
4,16,67,0,21087,11065,47.0,2005
4,17,2,0,24094,15048,36.0,2011
4,16,83,0,22752,10353,51.0,2008
4,18,31,0,21853,12769,43.0,2012
4,21,3,0,21155,16411,39.0,2012
4,24,7,0,20492,12487,42.0,2013
4,14,13,0,19562,13337,37.0,2007
4,25,71,0,23694,12618,45.0,2009
4,19,55,0,30702,10670,37.0,2007
4,8,24,0,23480,11760,34.0,2007
4,18,34,0,25231,18146,55.0,2007
4,12,74,0,22311,12775,42.0,2008
4,14,152,0,17909,15698,46.0,2010
4,19,7,0,21812,13052,41.0,2006
4,7,29,0,25794,12312,35.0,2010
4,17,31,0,26733,12234,42.0,2012
4,8,300,0,18991,16277,42.0,2011
4,12,20,1,21639,14517,36.0,2010
4,11,47,1,27807,11768,41.0,2008
4,15,33,0,17366,14538,47.0,2008
5,23,6,0,19316,14310,47.0,2011
4,16,418,1,17706,12266,34.0,2010
4,17,27,0,21543,13126,46.0,2012
4,19,71,0,19296,15662,53.0,2009
4,17,238,0,15906,14578,29.0,2010
4,17,222,0,19808,13968,43.0,2008
4,17,8,4,17899,14317,47.0,2011
4,7,259,0,17271,16669,42.0,2013
4,23,16,0,21025,13966,39.0,2011
4,21,60,0,23556,12822,49.0,2010
4,15,43,0,20641,17887,45.0,2005
4,13,9,0,21791,14894,13.0,2011
4,10,1,0,16017,12144,47.0,2011
4,19,93,3,26264,8873,49.0,2005
4,13,176,0,18478,16558,33.0,2009
4,9,98,0,23026,13605,53.0,2008
4,21,409,1,21538,14887,35.0,2005
4,10,373,0,19611,12891,42.0,2008
4,15,86,0,22666,11653,40.0,2012
4,17,106,0,17039,14638,48.0,2008
4,16,5,0,22845,11157,35.0,2010
4,26,89,0,18465,13437,37.0,2008
5,20,9,0,22310,31621,42.0,2011
4,15,13,0,23725,11541,50.0,2011
4,22,88,0,25020,11015,32.0,2012
4,15,5,0,19001,14432,30.0,2012
4,9,39,0,17703,13737,42.0,2012
4,16,24,0,20196,16852,44.0,2009
4,14,27,0,21142,12672,32.0,2011
4,23,20,0,23543,11985,37.0,2009
4,13,254,0,18624,49590,44.0,2012
4,6,288,0,10732,14778,49.0,2010
4,26,194,0,21627,23613,36.0,2010
4,11,289,0,19437,12694,52.0,2011
4,18,109,0,20747,13903,56.0,2006
4,12,360,0,22856,13060,31.0,2011
4,12,5,0,23599,12611,37.0,2011
4,12,19,0,22653,15553,46.0,2008
4,6,47,1,19803,13630,54.0,2009
4,10,14,0,18190,14023,31.0,2005
4,15,238,0,24245,13708,50.0,2005
4,22,22,0,21847,17814,37.0,2011
4,12,10,0,18123,12376,39.0,2011
4,17,63,1,16779,34403,35.0,2009
4,15,197,0,19306,14901,47.0,2010
4,12,11,0,23316,13185,38.0,2009
4,19,13,0,26485,9508,40.0,2008
4,22,8,0,24835,14421,42.0,2005
4,21,24,0,21350,13775,49.0,2009
4,9,118,0,16166,14059,41.0,2006
4,14,74,0,16817,14389,45.0,2008
4,11,27,0,19092,18529,50.0,2011
4,26,79,1,24998,14049,39.0,2011
4,18,24,0,22906,15208,31.0,2012
4,8,268,0,10276,13688,53.0,2007
4,17,48,1,21506,13807,0.0,2009
4,16,3,0,26479,10819,44.0,2011
4,7,9,0,18501,23413,55.0,2010
4,11,132,0,20195,12626,40.0,2010
4,16,132,0,21961,11234,33.0,2007
4,7,37,1,21824,12513,42.0,2006
4,18,37,1,18488,13581,42.0,2008
4,8,441,0,10200,13994,68.0,2009
5,18,161,0,22421,12586,36.0,2011
4,14,202,0,20948,12399,38.0,2012
4,10,180,0,21680,8709,61.0,2007
4,12,32,0,19665,15530,37.0,2006
4,17,25,0,19200,13604,44.0,2005
4,32,14,2,26977,13433,43.0,2010
4,14,186,0,20765,11640,52.0,2010
4,18,17,1,17292,16657,48.0,2011
4,13,539,0,26429,8762,48.0,2011
4,2,195,0,24464,9304,46.0,2011
4,2,685,2,24464,9304,80.0,2009
4,2,237,0,24464,9304,45.0,2009
4,2,178,0,24464,9304,39.0,2010
4,2,240,0,24464,9304,43.0,2010
4,2,174,0,24464,9304,68.0,2011
4,2,395,0,24464,9304,36.0,2013
4,10,215,0,18390,12523,36.0,2011
4,23,12,0,23359,12523,27.0,2011
4,12,82,0,17426,15147,46.0,2007
5,26,18,0,20373,14325,53.0,2012
4,19,76,0,18806,13622,45.0,2007
4,16,48,5,20959,12393,36.0,2008
4,14,6,0,20296,12372,34.0,2007
4,7,133,0,21857,15427,31.0,2009
4,22,79,0,23481,10408,43.0,2008
4,7,45,0,18960,16261,48.0,2012
4,8,150,0,20093,12844,48.0,2006
4,14,141,0,18413,16041,46.0,2013
4,16,41,0,23036,15004,48.0,2010
4,18,30,1,25488,19564,40.0,2009
4,10,199,0,23315,10954,43.0,2005
4,7,64,0,10726,15020,45.0,2012
4,10,66,0,22552,10054,48.0,2007
4,16,73,0,20947,15539,66.0,2005
4,18,4,0,24128,11670,36.0,2005
4,13,55,0,17810,27509,56.0,2007
4,7,19,0,11273,15630,31.0,2011
4,14,32,0,19384,15776,44.0,2008
4,14,84,0,16779,16672,39.0,2006
4,15,2,0,21771,14715,33.0,2012
4,15,12,0,18741,14227,46.0,2011
4,13,76,0,35953,14334,36.0,2012
4,21,119,0,20430,14831,50.0,2009
4,14,20,0,17561,13214,41.0,2006
4,11,11,2,15610,14346,36.0,2006
4,14,9,0,23644,20733,36.0,2009
6,8,75,0,16458,15113,37.0,2007
4,6,361,0,12094,14304,44.0,2010
4,10,13,0,19231,13836,40.0,2012
4,15,112,0,18355,14001,55.0,2008
4,19,80,1,19842,12099,50.0,2006
4,14,48,0,18928,13612,38.0,2007
4,29,27,0,31705,9792,41.0,2010
4,17,285,0,17916,13682,47.0,2012
4,17,110,0,23083,13257,60.0,2007
4,20,7,0,26393,12441,67.0,2011
4,8,50,0,15175,16262,44.0,2012
4,15,366,0,18858,11221,39.0,2008
4,7,29,0,19894,14290,70.0,2011
4,9,282,0,30573,9835,57.0,2005
4,14,63,1,25562,12354,56.0,2010
4,15,27,0,17884,14364,40.0,2008
4,19,114,0,19444,13157,50.0,2012
4,25,193,0,22808,13840,48.0,2008
4,13,12,0,22950,12384,47.0,2011
4,24,165,0,19086,11728,48.0,2005
4,24,30,1,25514,14449,31.0,2009
4,10,188,0,10359,13826,32.0,2005
4,15,13,1,15831,14128,47.0,2011
4,17,24,0,25716,10304,55.0,2007
5,27,2,0,20444,13737,37.0,2010
4,17,49,0,19964,14012,42.0,2008
5,26,31,0,23153,11463,31.0,2011
4,18,168,0,21289,19291,40.0,2011
4,12,178,0,18558,13446,0.0,2012
4,11,167,0,21813,7381,47.0,2013
4,12,3,0,25723,14282,60.0,2007
4,17,8,0,19565,12421,31.0,2010
4,16,104,0,22108,13697,48.0,2011
4,15,34,0,27024,16476,34.0,2011
4,16,61,0,21469,14535,36.0,2012
4,20,88,0,21500,26463,36.0,2011
4,14,27,0,22879,13619,30.0,2012
4,18,4,0,24747,10355,28.0,2012
4,19,8,0,20366,10812,49.0,2012
4,20,67,0,25003,11098,37.0,2011
4,15,195,0,27139,11081,38.0,2010
4,17,32,0,21367,11928,31.0,2011
4,19,96,0,22610,11234,37.0,2007
4,16,529,0,17099,13854,31.0,2012
4,35,7,0,28495,9800,38.0,2011
4,10,26,0,17196,14594,43.0,2009
4,7,319,0,19341,15015,48.0,2013
4,6,154,0,14782,15015,41.0,2012
4,13,17,0,19729,14718,45.0,2012
4,17,2,1,25371,19066,34.0,2011
4,15,125,1,26209,12342,46.0,2008
4,16,20,0,21040,12302,40.0,2006
4,16,93,1,19776,16105,29.0,2011
4,23,18,0,21452,11807,46.0,2006
4,11,9,0,22669,12055,37.0,2009
4,11,132,0,22540,12548,37.0,2011
4,16,2,0,22543,13051,43.0,2009
4,8,108,0,15918,14572,34.0,2012
4,11,167,1,14108,13491,54.0,2005
4,13,170,0,20521,10358,46.0,2011
4,15,57,0,17923,13882,48.0,2006
4,14,9,0,18191,14253,44.0,2012
4,13,169,0,22281,11482,72.0,2008
4,14,15,0,26206,9010,34.0,2010
4,13,5,1,17316,13017,34.0,2010
5,13,249,0,11935,14665,60.0,2009
4,12,169,0,12908,20956,33.0,2007
4,13,19,1,19023,12505,32.0,2010
4,9,67,0,19837,13165,41.0,2012
4,12,231,0,21214,11877,41.0,2011
4,9,6,1,17472,14047,32.0,2010
4,39,10,0,23443,12403,45.0,2008
4,13,6,3,21078,14043,47.0,2007
4,20,161,1,24229,12204,53.0,2005
4,13,228,0,19451,13052,29.0,2010
4,14,32,0,22429,14173,34.0,2011
4,13,76,0,13743,13395,41.0,2010
4,27,117,6,20837,13893,47.0,2009
4,14,107,0,21910,13013,0.0,2009
4,25,9,0,23960,14652,37.0,2010
4,14,79,0,24796,12068,54.0,2013
4,16,57,0,19874,12516,40.0,2011
4,11,38,0,23018,13406,40.0,2011
4,17,73,2,23392,17747,55.0,2008
4,13,44,0,24927,10933,29.0,2013
4,7,1,0,10703,14444,47.0,2011
4,23,100,2,23230,14470,47.0,2007
4,10,1,0,20461,14498,39.0,2010
4,11,17,0,18899,13916,44.0,2012
4,7,32,0,24793,8583,23.0,2011
4,15,78,1,18613,21059,33.0,2010
4,13,20,0,20936,11337,32.0,2006
4,3,215,0,22783,8997,37.0,2010
4,9,47,0,20983,11825,39.0,2011
4,13,13,0,20129,14749,45.0,2007
5,27,27,1,25564,17102,40.0,2006
4,8,81,0,15855,14844,46.0,2007
4,14,151,0,18675,13474,47.0,2007
4,11,161,0,18619,43833,45.0,2009
4,20,13,0,17241,27697,40.0,2010
4,16,12,0,22592,12652,43.0,2005
4,18,254,0,18247,13331,31.0,2012
4,8,22,0,19740,11573,36.0,2013
4,12,119,0,16451,14849,51.0,2011
4,13,16,0,19364,13301,40.0,2009
4,16,102,4,16797,14184,35.0,2007
4,18,24,0,23829,9724,42.0,2012
4,18,1,0,17305,13561,32.0,2009
4,10,43,0,22868,10508,28.0,2013
4,17,27,0,20633,11423,36.0,2008
4,12,515,0,15696,14376,30.0,2012
4,16,59,0,21208,13267,31.0,2010
5,25,1,1,20255,12768,32.0,2010
4,33,23,0,20325,14963,68.0,2008
4,8,85,0,21144,8964,56.0,2010
4,9,37,0,18351,14448,40.0,2010
4,11,49,3,18133,15525,34.0,2007
4,17,38,0,21621,13293,44.0,2012
4,9,72,0,24369,12067,47.0,2005
4,13,18,0,22565,14048,38.0,2009
4,13,115,0,24626,9830,53.0,2010
4,20,2,0,17959,12492,52.0,2010
4,11,138,0,17176,14326,35.0,2012
4,18,35,0,17666,15583,42.0,2010
4,14,116,0,17574,15114,41.0,2009
4,19,21,0,19449,11693,34.0,2011
4,19,37,0,20431,12893,76.0,2010
4,9,81,0,18962,12273,41.0,2012
4,12,251,1,15467,13952,46.0,2005
4,15,18,0,20197,11969,47.0,2012
4,20,49,0,24002,14964,40.0,2013
4,15,30,3,27359,10073,53.0,2010
4,17,446,0,23169,11671,34.0,2011
4,19,130,0,18361,18716,48.0,2010
4,13,50,0,20662,12078,48.0,2012
4,20,43,0,20844,13241,47.0,2012
4,3,407,0,28608,9176,47.0,2013
4,15,154,0,19576,13668,43.0,2010
6,16,2,5,20259,12903,41.0,2008
4,15,47,0,20031,20833,46.0,2011
4,18,77,0,19818,12314,38.0,2011
4,15,137,0,18982,13980,44.0,2010
4,19,11,0,21539,11887,51.0,2013
5,41,1,0,25550,13159,43.0,2013
4,12,98,0,26749,11340,30.0,2012
4,12,369,0,18922,13690,38.0,2012
4,13,100,0,24171,11390,43.0,2006
4,15,13,0,18372,16994,46.0,2011
4,13,49,0,20783,11579,31.0,2012
4,29,103,2,18268,25750,36.0,2005
6,34,2,0,14395,23857,47.0,2012
6,15,2,0,11273,14639,50.0,2009
4,12,72,0,17735,13043,51.0,2011
4,14,104,0,24565,11436,55.0,2007
6,16,109,0,19848,14957,39.0,2007
5,19,7,0,21568,12446,35.0,2010
4,13,273,0,26742,8549,48.0,2012
4,24,76,3,28401,11124,39.0,2007
4,3,340,0,15672,16946,35.0,2012
4,27,3,1,19539,17475,41.0,2007
4,7,53,1,21433,10789,34.0,2009
4,12,63,0,18868,15571,32.0,2007
4,13,23,0,20309,13314,41.0,2011
4,21,19,0,18394,12699,58.0,2006
4,23,59,2,20505,12410,41.0,2008
4,13,289,0,16353,14448,45.0,2009
4,20,481,2,23802,14302,38.0,2008
4,16,44,3,21547,12264,46.0,2008
4,4,92,0,16659,18180,35.0,2008
4,16,198,0,21430,13985,42.0,2012
4,17,3,0,19748,16035,54.0,2008
4,16,20,4,14709,16662,47.0,2009
5,17,62,0,13004,15569,22.0,2012
4,15,82,3,23456,45761,40.0,2008
4,16,5,0,20640,12158,42.0,2010
4,11,56,1,19737,15278,45.0,2007
4,16,5,0,23161,11472,33.0,2011
4,22,12,0,20382,23030,42.0,2009
4,31,21,0,17949,13050,50.0,2012
4,7,85,0,20221,17133,62.0,2011
4,12,137,0,10758,13377,60.0,2008
4,12,219,0,25608,9576,54.0,2007
4,17,135,0,20561,17881,48.0,2006
4,18,21,0,19049,15976,62.0,2007
4,11,437,0,18690,13356,37.0,2010
4,11,35,0,28388,8792,29.0,2012
4,16,146,1,17960,13427,46.0,2010
4,12,209,1,20180,13544,30.0,2011
4,27,45,2,20847,14174,43.0,2008
4,21,84,0,20784,12831,38.0,2011
4,16,97,0,23285,10001,40.0,2007
4,11,64,0,17762,14583,48.0,2009
4,17,9,0,22553,12539,50.0,2006
4,9,47,0,13838,14323,41.0,2011
4,13,105,0,24563,8780,38.0,2012
4,15,11,0,19966,14146,48.0,2007
4,25,5,0,24218,12107,30.0,2011
4,12,46,0,19037,13244,33.0,2012
4,12,2,0,24846,14708,37.0,2011
4,18,106,0,28992,11314,48.0,2010
4,14,21,0,21430,9571,47.0,2011
4,27,11,0,22239,14143,31.0,2009
4,15,11,0,22067,11644,41.0,2009
5,30,2,0,19593,19339,43.0,2008
4,16,43,0,18313,13087,51.0,2012
4,8,5,0,14796,13802,59.0,2006
4,11,76,0,17705,10367,45.0,2010
4,16,26,0,20941,13459,40.0,2007
4,19,12,2,25407,12663,37.0,2007
4,17,2,0,23311,12095,50.0,2012
4,15,23,1,17106,16255,34.0,2011
4,19,6,0,22221,11905,64.0,2008
4,19,12,0,19770,12759,34.0,2010
4,16,29,0,16477,14096,38.0,2011
4,13,12,0,19975,15747,45.0,2009
4,17,126,0,24374,12856,41.0,2008
4,19,4,0,18070,14072,47.0,2006
4,8,196,0,13083,13033,39.0,2007
4,23,106,0,17367,13125,45.0,2006
4,11,45,0,20244,13486,63.0,2011
4,29,34,0,27369,11125,36.0,2013
4,18,6,0,20151,11010,42.0,2008
4,5,107,0,11145,14847,44.0,2009
4,12,2,0,19035,11786,64.0,2007
4,22,17,0,23201,11147,36.0,2012
4,12,199,1,18200,16606,35.0,2009
4,8,66,0,16288,37877,43.0,2010
4,18,14,2,24286,16986,40.0,2010
4,15,139,0,25233,12878,28.0,2011
4,11,38,0,17158,14566,32.0,2011
4,22,117,0,19451,12821,35.0,2012
4,17,24,0,23112,10796,34.0,2011
4,27,12,0,18630,14728,34.0,2006
4,23,90,0,19215,14624,63.0,2006
4,15,49,0,15450,21741,51.0,2012
4,9,347,0,17147,12926,33.0,2012
4,11,279,0,18132,13947,52.0,2011
4,8,6,0,10442,15734,56.0,2006
4,8,18,4,23070,12375,42.0,2008
4,10,29,0,20770,12584,32.0,2012
4,20,55,2,23558,13329,52.0,2009
4,9,70,0,10602,15103,48.0,2012
4,19,30,0,20039,12972,59.0,2012
4,17,7,0,22618,13734,36.0,2012
4,8,69,0,20375,12088,36.0,2012
4,18,130,2,16553,16764,35.0,2006
4,6,49,0,19847,10266,46.0,2007
4,9,132,0,21371,12417,54.0,2009
4,4,105,0,15268,16462,29.0,2012
4,13,74,0,27391,10096,34.0,2010
4,17,74,0,23577,12636,41.0,2009
4,15,103,0,21257,14713,48.0,2012
4,18,17,0,22952,11137,41.0,2011
4,31,1,0,18218,16380,44.0,2006
4,12,112,0,17342,13008,44.0,2010
4,2,13,0,24464,9304,58.0,2008
